from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id,max_waiting_time
U454Z301,U454Z2,1,,1001_9339_251214,391_413_260405,1200
U454Z301,U454Z2P,1,,1001_9343_251214,211_677_260101,1200
U454Z301,U454Z2P,1,,1001_9347_251214,211_679_260101,1200
U454Z301,U454Z2,1,,1001_9351_251214,391_415_260405,1200
U454Z301,U454Z2P,1,,1001_9355_251214,211_681_260101,1200
U454Z301,U454Z2P,1,,1001_9357_251214,211_683_260101,600
U454Z301,U454Z2P,1,,1001_8655_251214,211_688_260101,300
U454Z301,U454Z2,1,,1001_9361_251214,391_417_260405,300
U454Z301,U454Z2P,1,,1001_9315_251214,211_695_260101,1200
U454Z301,U454Z2P,1,,1001_9319_251214,211_697_260101,1200
U454Z301,U454Z2P,1,,1001_8617_251214,211_699_260101,1200
U454Z301,U454Z2P,1,,1001_8621_251214,211_703_260101,1200
U454Z301,U454Z2P,1,,1001_8625_251214,211_707_260101,1200
U454Z301,U454Z2P,1,,1001_9333_251214,211_709_260101,1200
U454Z301,U454Z2P,1,,1001_9337_251214,211_711_260101,1200
U454Z301,U454Z2P,1,,1001_9341_251214,211_713_260101,1200
U454Z301,U454Z2P,1,,1001_9345_251214,211_715_260101,1200
U454Z301,U454Z2P,1,,1001_9349_251214,211_717_260101,1200
U454Z301,U454Z2P,1,,1001_9353_251214,211_719_260101,1200
U1851Z2,U1851Z4,1,,517_1056_260530,395_1837_260425,300
U9734Z3,U9734Z2,1,,521_400_241201,395_129_260425,300
U1851Z1,U1851Z4,1,,392_1015_260425,395_1937_260425,300
U1851Z1,U1851Z4,1,,392_1016_260425,395_1844_260425,300
U1851Z2,U1851Z4,1,,517_1060_260530,395_1846_260425,300
U1851Z2,U1851Z4,1,,517_1063_260530,395_1855_260425,300
U1851Z1,U1851Z4,1,,392_1012_260425,395_1856_260425,300
U1851Z2,U1851Z4,1,,517_1061_260530,395_1939_260425,300
U1851Z2,U1851Z4,1,,517_1058_260530,395_1861_260425,300
U7045Z2,U7045Z3,1,,495_37_241201,472_308_260704,900
U1851Z2,U1851Z4,1,,517_1062_260530,395_1862_260704,300
U9734Z3,U9734Z2,1,,521_396_241201,395_1863_260425,300
U1851Z2,U1851Z4,1,,517_1057_260530,395_1865_260425,300
U1851Z1,U1851Z4,1,,392_1013_260425,395_1873_260425,300
U1851Z2,U1851Z4,1,,517_1059_260530,395_1941_260425,300
U1434Z2,U1434Z2,1,,443_613_260620,398_494_260411,600
U1278Z2,U1278Z2,1,,662_887_260711,398_494_260411,600
U1278Z3,U1278Z2,1,,662_888_260711,398_494_260411,600
U1278Z3,U1278Z1,1,,662_868_260711,398_543_260411,600
U1434Z1,U1434Z1,1,,443_448_260501,398_543_260411,600
U1434Z2,U1434Z2,1,,443_614_260620,398_544_260411,600
U1278Z2,U1278Z2,1,,662_889_260711,398_544_260411,600
U1278Z3,U1278Z1,1,,662_890_260711,398_508_260411,600
U1434Z1,U1434Z1,1,,443_450_260501,398_508_260411,600
U1434Z2,U1434Z2,1,,443_615_260620,398_509_260411,600
U1278Z2,U1278Z2,1,,662_860_260711,398_509_260411,600
U1278Z2,U1278Z1,1,,662_875_260711,398_522_260411,600
U1278Z3,U1278Z1,1,,662_880_260711,398_522_260411,600
U1434Z1,U1434Z1,1,,443_452_260501,398_522_260411,600
U1434Z2,U1434Z2,1,,443_415_260620,398_545_260411,300
U1278Z2,U1278Z2,1,,662_862_260711,398_545_260411,600
U1278Z3,U1278Z2,1,,662_872_260711,398_545_260411,600
U1278Z2,U1278Z1,1,,662_887_260711,398_531_260411,600
U1278Z3,U1278Z1,1,,662_888_260711,398_531_260411,600
U1278Z3,U1278Z2,1,,662_868_260711,398_532_260411,600
U1278Z2,U1278Z1,1,,662_889_260711,398_498_260411,600
U1278Z3,U1278Z2,1,,662_890_260711,398_547_260411,600
U1278Z2,U1278Z1,1,,662_860_260711,398_500_260411,600
U1278Z2,U1278Z2,1,,662_875_260711,398_527_260411,600
U1278Z3,U1278Z2,1,,662_880_260711,398_527_260411,600
U1278Z2,U1278Z1,1,,662_862_260711,398_548_260411,600
U1278Z3,U1278Z1,1,,662_872_260711,398_548_260411,600
U6962Z2,U6962Z2,1,,2805_738_250906,402_411_260711,900
U7318Z1,U7318Z2,1,,770_299_260718,402_411_260711,600
U7318Z2,U7318Z2,1,,770_503_260606,402_411_260711,600
U7318Z2,U7318Z2,1,,770_303_260718,402_411_260711,600
U6962Z2,U6962Z2,1,,2805_746_250906,402_412_260711,900
U7318Z1,U7318Z2,1,,770_483_260601,402_412_260711,600
U7318Z1,U7318Z2,1,,770_304_260716,402_412_260711,600
U7318Z2,U7318Z2,1,,770_502_260606,402_412_260711,600
U7318Z2,U7318Z2,1,,770_300_260718,402_412_260711,600
U7318Z1,U7318Z1,1,,770_483_260601,402_393_260711,600
U7318Z1,U7318Z1,1,,770_304_260716,402_393_260711,600
U7318Z2,U7318Z1,1,,770_502_260606,402_393_260711,600
U7318Z2,U7318Z1,1,,770_300_260718,402_393_260711,600
U7318Z1,U7318Z1,1,,770_496_260606,402_277_260711,600
U7318Z1,U7318Z1,1,,770_306_260718,402_277_260711,600
U7318Z2,U7318Z1,1,,770_498_260606,402_277_260711,600
U7318Z2,U7318Z1,1,,770_302_260718,402_277_260711,600
U7318Z1,U7318Z1,1,,770_299_260718,402_395_260711,600
U7318Z2,U7318Z1,1,,770_503_260606,402_395_260711,600
U7318Z2,U7318Z1,1,,770_303_260718,402_395_260711,600
U7318Z1,U7318Z1,1,,770_504_260606,402_397_260711,600
U7318Z1,U7318Z1,1,,770_301_260718,402_397_260711,600
U7318Z2,U7318Z1,1,,770_478_260606,402_397_260711,600
U7318Z2,U7318Z1,1,,770_305_260718,402_397_260711,600
U2157Z1,U2157Z2,1,,770_501_260606,481_694_260711,600
U2157Z1,U2157Z2,1,,770_299_260718,481_694_260711,600
U2157Z1,U2157Z2,1,,770_483_260601,481_696_260711,600
U2157Z1,U2157Z2,1,,770_304_260716,481_696_260711,600
U2157Z1,U2157Z2,1,,770_504_260606,481_698_260711,600
U2157Z1,U2157Z2,1,,770_301_260718,481_698_260711,600
U9391Z7,U9391Z10,1,,406_1004_260511,2843_15_260606,900
U9391Z7,U9391Z10,1,,406_1092_260516,2843_15_260606,900
U9391Z7,U9391Z10,1,,406_1048_260511,2843_17_260606,900
U9391Z7,U9391Z10,1,,406_1090_260516,2843_17_260606,900
U4764Z8,U4764Z4,1,,360_40_260418,519_205_260704,600
U4764Z8,U4764Z4,1,,360_1018_260418,519_207_260704,600
U4885Z301,U4885Z2,1,,1117_321_251214,452_659_260704,600
U4885Z301,U4885Z2,1,,1117_723_251214,452_662_260704,600
U4885Z301,U4885Z2,1,,1117_729_251214,452_664_260704,600
U6562Z1,U6562Z1,1,,550_508_260704,553_218_260704,600
U9373Z301,U9373Z2,1,,1090_8267_251214,550_508_260704,600
U9373Z301,U9373Z2,1,,1090_8275_251214,550_518_260704,600
U9373Z301,U9373Z2,1,,1090_8283_251220,550_520_260704,600
U9373Z301,U9373Z2,1,,1090_8283_251214,550_520_260704,600
U4363Z2,U4363Z2,1,,646_558_260418,413_217_251101,600
U4363Z1,U4363Z2,1,,646_564_260418,413_217_251101,600
U4363Z1,U4363Z2,1,,617_701_260530,413_217_251101,600
U4363Z1,U4363Z2,1,,617_971_260718,413_217_251101,600
U4363Z1,U4363Z2,1,,617_697_260530,413_217_251101,600
U4363Z1,U4363Z2,1,,617_968_260718,413_217_251101,600
U4363Z2,U4363Z1,1,,646_529_260418,413_218_251101,600
U4363Z1,U4363Z1,1,,646_562_260418,413_218_251101,600
U4363Z2,U4363Z2,1,,646_517_260418,413_221_251101,600
U4363Z1,U4363Z2,1,,646_567_260418,413_221_251101,600
U4363Z1,U4363Z2,1,,617_703_260530,413_221_251101,600
U4363Z1,U4363Z2,1,,617_972_260718,413_221_251101,600
U4363Z1,U4363Z2,1,,617_699_260530,413_221_251101,600
U4363Z1,U4363Z2,1,,617_904_260718,413_221_251101,600
U4363Z2,U4363Z1,1,,646_519_260418,413_222_251101,600
U4363Z1,U4363Z1,1,,646_566_260418,413_222_251101,600
U4363Z2,U4363Z2,1,,646_529_260418,413_225_251101,600
U4363Z1,U4363Z2,1,,646_562_260418,413_225_251101,600
U4363Z2,U4363Z1,1,,646_525_260418,413_226_251101,600
U4363Z1,U4363Z1,1,,646_563_260418,413_226_251101,600
U4363Z1,U4363Z1,1,,617_698_260530,413_226_251101,600
U4363Z1,U4363Z1,1,,617_969_260718,413_226_251101,600
U4363Z1,U4363Z1,1,,617_702_260530,413_226_251101,600
U4363Z1,U4363Z1,1,,617_957_260713,413_226_251101,600
U4363Z2,U4363Z2,1,,646_507_260418,413_227_251101,600
U4363Z1,U4363Z2,1,,646_565_251101,413_227_251101,600
U4363Z2,U4363Z1,1,,646_517_260418,413_228_251101,600
U4363Z1,U4363Z1,1,,646_567_260418,413_228_251101,600
U4363Z1,U4363Z1,1,,617_703_260530,413_228_251101,600
U4363Z1,U4363Z1,1,,617_972_260718,413_228_251101,600
U4363Z1,U4363Z1,1,,617_699_260530,413_228_251101,600
U4363Z1,U4363Z1,1,,617_904_260718,413_228_251101,600
U4363Z2,U4363Z2,1,,646_519_260418,413_229_251101,600
U4363Z1,U4363Z2,1,,646_566_260418,413_229_251101,600
U4363Z2,U4363Z1,1,,646_521_260418,413_230_251101,600
U4363Z1,U4363Z1,1,,646_513_260418,413_230_251101,600
U4363Z1,U4363Z1,1,,617_700_260530,413_230_251101,600
U4363Z1,U4363Z1,1,,617_970_260718,413_230_251101,600
U4363Z1,U4363Z1,1,,617_704_260530,413_230_251101,600
U4363Z1,U4363Z1,1,,617_952_260718,413_230_251101,600
U4363Z2,U4363Z1,1,,646_507_260418,413_220_251101,600
U4363Z1,U4363Z1,1,,646_565_251101,413_220_251101,600
U4363Z2,U4363Z1,1,,646_514_260418,413_237_251102,600
U4363Z1,U4363Z1,1,,646_522_251101,413_237_251102,600
U1496Z301,U1496Z2,1,,1022_9409_251214,432_738_260516,600
U1496Z301,U1496Z2,1,,1022_9417_251214,432_736_260516,600
U1496Z301,U1496Z2,1,,1022_9425_251214,432_740_260516,600
U1496Z301,U1496Z2,1,,1022_9433_251214,432_742_260516,600
U1496Z301,U1496Z2,1,,1022_9413_251214,434_354_251214,600
U2973Z301,U2973Z7,1,,1002_5826_251214,673_191_260508,600
U1496Z301,U1496Z2,1,,1022_9421_251214,434_356_251214,600
U2973Z301,U2973Z7,1,,1002_5836_251214,673_193_260508,600
U1496Z301,U1496Z2,1,,1022_9429_251214,434_358_251214,600
U2349Z301,U2349Z2,1,,1002_5849_251214,443_453_260501,1800
U2973Z301,U2973Z5,1,,1002_5814_251214,499_27_251214,600
U3165Z2,U3165Z2,1,,463_507_260711,676_27_250816,600
U2973Z301,U2973Z5,1,,1002_5826_251214,499_29_251214,600
U3165Z2,U3165Z2,1,,463_509_260711,676_29_250816,600
U2973Z301,U2973Z5,1,,1002_5836_251214,499_31_251214,600
U3165Z2,U3165Z2,1,,463_516_260711,676_31_250816,600
U3165Z2,U3165Z2,1,,463_511_260712,676_31_250816,600
U2973Z301,U2973Z5,1,,1002_5852_251214,499_33_251214,600
U2151Z1,U2151Z1,1,,381_939_260704,706_721_260711,600
U2151Z1,U2151Z1,1,,381_935_260704,706_723_260711,600
U2432Z301,U2432Z1,1,,1002_5813_251214,431_397_260614,600
U2432Z301,U2432Z1,1,,1002_5819_251214,442_334_251214,600
U2432Z301,U2432Z1,1,,1002_5823_251214,431_398_260614,600
U2432Z301,U2432Z1,1,,1002_5827_251214,442_336_251214,600
U2432Z301,U2432Z1,1,,1002_5833_251214,431_399_260614,600
U2432Z301,U2432Z1,1,,1002_5841_251214,442_338_251214,600
U1564Z1,U1564Z1,1,,337_316_260620,444_680_260516,600
U1564Z1,U1564Z1,1,,337_329_260620,444_700_260516,600
U2518Z301,U2518Z2,1,,1008_9003_251214,445_397_260613,900
U1513Z1,U1513Z1,1,,333_691_260711,445_635_250802,900
U2518Z301,U2518Z2,1,,1088_19053_260411,445_400_260613,900
U1513Z1,U1513Z1,1,,333_435_260711,445_638_250802,900
U2518Z301,U2518Z2,1,,1008_9061_260321,445_403_260613,900
U2518Z301,U2518Z2,1,,1008_9061_260322,445_403_260613,900
U1513Z1,U1513Z1,1,,333_426_260711,445_641_250802,900
U2518Z301,U2518Z2,1,,1088_19057_251214,445_406_260613,900
U1513Z1,U1513Z1,1,,333_441_260711,445_644_250802,900
U2518Z301,U2518Z2,1,,1088_19017_260411,445_647_260613,900
U1513Z1,U1513Z1,1,,333_428_260711,445_647_260613,900
U2518Z301,U2518Z2,1,,1088_19063_251214,445_412_260613,900
U1513Z1,U1513Z1,1,,333_443_260711,445_650_250802,900
U2518Z301,U2518Z2,1,,1008_9071_251214,445_653_260613,900
U1513Z1,U1513Z1,1,,333_430_260711,445_653_260613,900
U2518Z301,U2518Z2,1,,1008_9023_251214,445_418_260613,900
U4363Z2,U4363Z2,1,,413_217_251101,646_558_260418,600
U4363Z1,U4363Z2,1,,617_697_260530,646_558_260418,600
U4363Z1,U4363Z2,1,,617_701_260530,646_558_260418,600
U4363Z1,U4363Z2,1,,617_968_260718,646_558_260418,600
U4363Z1,U4363Z2,1,,617_971_260718,646_558_260418,600
U4363Z2,U4363Z1,1,,413_225_251101,646_562_260418,600
U4363Z1,U4363Z1,1,,413_218_251101,646_562_260418,600
U2236Z301,U2236Z3,1,,1004_9620_260606,466_628_260418,600
U2236Z301,U2236Z3,1,,1120_692_251214,466_628_260418,600
U4363Z2,U4363Z1,1,,413_219_260702,646_563_260418,600
U4363Z1,U4363Z1,1,,413_226_251101,646_563_260418,600
U4363Z1,U4363Z1,1,,617_702_260530,646_563_260418,600
U4363Z1,U4363Z1,1,,617_698_260530,646_563_260418,600
U4363Z1,U4363Z1,1,,617_957_260713,646_563_260418,600
U4363Z1,U4363Z1,1,,617_969_260718,646_563_260418,600
U2236Z301,U2236Z3,1,,1004_9626_260606,466_428_260418,600
U2236Z301,U2236Z3,1,,1120_690_251214,466_428_260418,600
U4363Z2,U4363Z2,1,,413_227_251101,646_507_260418,600
U4363Z1,U4363Z2,1,,413_220_251101,646_507_260418,600
U2236Z301,U2236Z3,1,,1004_6902_251220,466_630_260418,600
U2236Z301,U2236Z3,1,,1004_6902_251214,466_630_260418,600
U4363Z2,U4363Z1,1,,413_217_251101,646_564_260418,600
U4363Z1,U4363Z1,1,,617_697_260530,646_564_260418,600
U4363Z1,U4363Z1,1,,617_701_260530,646_564_260418,600
U4363Z1,U4363Z1,1,,617_968_260718,646_564_260418,600
U4363Z1,U4363Z1,1,,617_971_260718,646_564_260418,600
U2236Z301,U2236Z3,1,,1004_9610_260606,466_431_260418,600
U2236Z301,U2236Z3,1,,1120_696_251214,466_431_260418,600
U4363Z2,U4363Z2,1,,413_225_251101,646_529_260418,600
U4363Z1,U4363Z2,1,,413_218_251101,646_529_260418,600
U4363Z2,U4363Z2,1,,413_219_260702,646_525_260418,600
U4363Z1,U4363Z2,1,,413_226_251101,646_525_260418,600
U4363Z1,U4363Z2,1,,617_702_260530,646_525_260418,600
U4363Z1,U4363Z2,1,,617_698_260530,646_525_260418,600
U4363Z1,U4363Z2,1,,617_957_260713,646_525_260418,600
U4363Z1,U4363Z2,1,,617_969_260718,646_525_260418,600
U4363Z2,U4363Z1,1,,413_227_251101,646_565_251101,600
U4363Z1,U4363Z1,1,,413_220_251101,646_565_251101,600
U4363Z2,U4363Z2,1,,413_221_251101,646_517_260418,600
U4363Z1,U4363Z2,1,,413_228_251101,646_517_260418,600
U4363Z1,U4363Z2,1,,617_699_260530,646_517_260418,600
U4363Z1,U4363Z2,1,,617_703_260530,646_517_260418,600
U4363Z1,U4363Z2,1,,617_904_260718,646_517_260418,600
U4363Z1,U4363Z2,1,,617_972_260718,646_517_260418,600
U4363Z2,U4363Z1,1,,413_229_251101,646_566_260418,600
U4363Z1,U4363Z1,1,,413_222_251101,646_566_260418,600
U2236Z301,U2236Z3,1,,1004_9644_260606,466_634_260418,600
U2236Z301,U2236Z3,1,,1120_680_251214,466_634_260418,600
U4363Z2,U4363Z1,1,,413_223_260702,646_513_260418,600
U4363Z1,U4363Z1,1,,413_230_251101,646_513_260418,600
U4363Z1,U4363Z1,1,,617_700_260530,646_513_260418,600
U4363Z1,U4363Z1,1,,617_704_260530,646_513_260418,600
U4363Z1,U4363Z1,1,,617_970_260718,646_513_260418,600
U4363Z1,U4363Z1,1,,617_952_260718,646_513_260418,600
U2236Z301,U2236Z3,1,,1004_6924_260621,466_436_260418,600
U2236Z301,U2236Z3,1,,1004_9650_260606,466_436_260418,600
U2236Z301,U2236Z3,1,,1120_676_251214,466_436_260418,600
U4363Z2,U4363Z2,1,,413_238_251102,646_514_260418,600
U4363Z1,U4363Z2,1,,413_237_251102,646_514_260418,600
U2236Z301,U2236Z3,1,,1004_9632_260606,466_636_260418,600
U2236Z301,U2236Z3,1,,1120_688_251214,466_636_260418,600
U4363Z2,U4363Z1,1,,413_221_251101,646_567_260418,600
U4363Z1,U4363Z1,1,,413_228_251101,646_567_260418,600
U4363Z1,U4363Z1,1,,617_699_260530,646_567_260418,600
U4363Z1,U4363Z1,1,,617_703_260530,646_567_260418,600
U4363Z1,U4363Z1,1,,617_904_260718,646_567_260418,600
U4363Z1,U4363Z1,1,,617_972_260718,646_567_260418,600
U2236Z301,U2236Z3,1,,1004_9638_260606,466_439_260418,600
U2236Z301,U2236Z3,1,,1120_684_251214,466_439_260418,600
U4363Z2,U4363Z2,1,,413_229_251101,646_519_260418,600
U4363Z1,U4363Z2,1,,413_222_251101,646_519_260418,600
U4363Z2,U4363Z2,1,,413_223_260702,646_521_260418,600
U4363Z1,U4363Z2,1,,413_230_251101,646_521_260418,600
U4363Z1,U4363Z2,1,,617_700_260530,646_521_260418,600
U4363Z1,U4363Z2,1,,617_704_260530,646_521_260418,600
U4363Z1,U4363Z2,1,,617_970_260718,646_521_260418,600
U4363Z1,U4363Z2,1,,617_952_260718,646_521_260418,600
U4363Z2,U4363Z1,1,,413_238_251102,646_522_251101,600
U4363Z1,U4363Z1,1,,413_237_251102,646_522_251101,600
U1793Z3,U1793Z9,1,,369_647_251115,474_514_260501,600
U1793Z3,U1793Z9,1,,369_649_251213,474_516_251122,600
U1793Z3,U1793Z9,1,,369_630_251115,474_518_251122,600
U1793Z3,U1793Z9,1,,369_637_251213,474_520_260501,600
U1793Z3,U1793Z9,1,,369_73_251213,474_300_251122,600
U3287Z301,U3287Z13,1,,1306_1594_260711,505_52_260606,900
U9734Z1,U9734Z1,1,,395_35_260610,521_158_241201,600
U7899Z2,U7899Z10,1,,521_158_241201,495_33_241201,900
U7045Z2,U7045Z1,1,,472_309_260704,495_127_241201,900
U9734Z1,U9734Z1,1,,395_55_260610,521_397_241201,600
U7899Z10,U7899Z9,1,,495_39_241201,521_398_241201,900
U9734Z1,U9734Z1,1,,395_1938_260613,521_399_241201,600
U9734Z1,U9734Z1,1,,395_117_260613,521_163_241201,600
U7045Z2,U7045Z1,1,,472_307_260704,495_36_241201,900
U9734Z1,U9734Z1,1,,395_763_260610,521_401_241201,600
U9734Z1,U9734Z1,1,,395_35_260610,472_309_260704,900
U7045Z2,U7045Z3,1,,495_33_241201,472_310_260704,900
U9734Z1,U9734Z1,1,,395_22_260613,521_51_241201,600
U9734Z1,U9734Z1,1,,395_14_260613,472_311_260704,900
U7045Z2,U7045Z1,1,,472_311_260704,495_39_241201,900
U9734Z1,U9734Z1,1,,395_64_260610,521_157_241201,600
U7899Z2,U7899Z10,1,,521_157_241201,495_37_241201,900
U3287Z12,U3287Z6,1,,395_1587_260613,512_101_250913,900
U3287Z12,U3287Z6,1,,395_14_260613,504_2_250503,900
U3287Z12,U3287Z6,1,,395_94_260613,512_16_250913,900
U3287Z12,U3287Z6,1,,395_117_260613,504_3_250503,900
U3287Z12,U3287Z6,1,,395_130_260610,512_18_250913,900
U3287Z12,U3287Z6,1,,395_1942_260613,504_138_250503,900
U3270Z301,U3270Z3,1,,1116_763_251214,531_857_260613,900
U3270Z301,U3270Z3,1,,1116_763_260614,531_857_260613,900
U3270Z301,U3270Z3,1,,1116_775_251214,531_861_260613,900
U3270Z301,U3270Z3,1,,1116_775_260614,531_861_260613,900
U3270Z301,U3270Z3,1,,1116_757_251214,531_863_260613,900
U3270Z301,U3270Z3,1,,1116_757_260614,531_863_260613,900
U3270Z301,U3270Z3,1,,1116_761_251214,531_865_260613,900
U3270Z301,U3270Z3,1,,1116_761_260614,531_865_260613,900
U3270Z301,U3270Z3,1,,1116_767_251214,531_867_260613,900
U3270Z301,U3270Z3,1,,1116_767_260614,531_867_260613,900
U9618Z6,U9618Z1,1,,641_685_260508,643_85_250607,600
U9618Z6,U9618Z1,1,,641_683_260508,643_87_250607,600
U9618Z6,U9618Z1,1,,641_684_260508,643_89_250607,600
U9618Z9,U9618Z7,1,,643_88_250607,641_686_260508,600
U3270Z301,U3270Z2,1,,1070_7816_251214,545_12_241201,1200
U3270Z301,U3270Z2,1,,1116_762_251214,545_14_241201,1200
U3270Z301,U3270Z2,1,,1116_762_260614,545_14_241201,1200
U3270Z301,U3270Z2,1,,1116_756_251214,545_137_250927,3600
U3270Z301,U3270Z2,1,,1116_756_260614,545_137_250927,3600
U3270Z301,U3270Z2,1,,1116_772_251214,545_138_250927,1200
U3270Z301,U3270Z2,1,,1116_772_260614,545_138_250927,1200
U3270Z301,U3270Z2,1,,1116_770_251214,545_7_241201,1200
U3270Z301,U3270Z2,1,,1116_770_260614,545_7_241201,1200
U3270Z301,U3270Z2,1,,1116_768_251214,545_9_241201,1200
U3270Z301,U3270Z2,1,,1116_768_260614,545_9_241201,1200
U9618Z9,U9618Z7,1,,643_90_250607,641_687_260508,600
U1230Z2,U1230Z2,1,,384_1123_260321,527_28_250719,1200
U9618Z9,U9618Z7,1,,643_86_250607,641_688_260508,600
U3270Z301,U3270Z2,1,,1116_758_251214,546_70_251011,1800
U3270Z301,U3270Z2,1,,1116_758_260614,546_70_251011,1800
U32653Z2,U32653Z1,1,,574_16_260606,574_20_260606,600
U3278Z301,U3278Z1,1,,1075_7717_260321,579_139_260606,600
U2579Z301,U2579Z6,1,,1002_5809_251214,598_164_241201,600
U2579Z301,U2579Z6,1,,1002_5819_251214,598_166_241201,600
U2579Z301,U2579Z6,1,,1002_5825_251214,598_140_241201,600
U2579Z301,U2579Z6,1,,1002_5833_251214,598_169_241201,600
U2579Z301,U2579Z6,1,,1002_5845_251214,598_171_241201,600
U2579Z301,U2579Z6,1,,1002_5819_251214,542_262_241201,600
U2579Z301,U2579Z6,1,,1002_5827_251214,542_264_241201,600
U2579Z301,U2579Z6,1,,1002_5841_251214,542_266_241201,600
U3165Z2,U3165Z1,1,,676_26_251214,463_506_260711,600
U3165Z2,U3165Z1,1,,676_28_251214,463_508_260711,600
U3165Z2,U3165Z1,1,,676_30_251214,463_510_260711,600
U2236Z301,U2236Z1,1,,1120_688_251214,2857_190_260627,300
U2236Z301,U2236Z1,1,,1004_9632_260606,2857_190_260627,300
U2236Z301,U2236Z1,1,,1120_684_251214,2857_192_260627,300
U2236Z301,U2236Z1,1,,1004_9638_260606,2857_192_260627,300
U2236Z301,U2236Z1,1,,1120_680_251214,2857_194_260627,300
U2236Z301,U2236Z1,1,,1004_9644_260606,2857_194_260627,300
U2236Z301,U2236Z1,1,,1120_676_251214,2857_196_260627,300
U2236Z301,U2236Z1,1,,1004_6924_260621,2857_196_260627,300
U2236Z301,U2236Z1,1,,1004_9650_260606,2857_196_260627,300
U2936Z301,U2936Z1,1,,1044_20354_251214,595_211_241201,600
U2936Z301,U2936Z1,1,,1044_20328_251214,595_213_241201,600
U2936Z301,U2936Z1,1,,1044_20352_251214,595_215_241201,600
U2936Z301,U2936Z1,1,,1044_20320_251214,595_217_241201,600
U4363Z2,U4363Z1,1,,646_558_260418,617_697_260530,600
U4363Z1,U4363Z1,1,,646_564_260418,617_697_260530,600
U4363Z2,U4363Z1,1,,413_219_260702,617_698_260530,600
U4363Z1,U4363Z1,1,,413_226_251101,617_698_260530,600
U4363Z2,U4363Z1,1,,646_525_260418,617_698_260530,600
U4363Z1,U4363Z1,1,,646_563_260418,617_698_260530,600
U4363Z1,U4363Z1,1,,413_228_251101,617_699_260530,600
U4363Z2,U4363Z1,1,,646_517_260418,617_699_260530,600
U4363Z1,U4363Z1,1,,646_567_260418,617_699_260530,600
U4363Z2,U4363Z1,1,,413_223_260702,617_700_260530,600
U4363Z1,U4363Z1,1,,413_230_251101,617_700_260530,600
U4363Z2,U4363Z1,1,,646_521_260418,617_700_260530,600
U4363Z1,U4363Z1,1,,646_513_260418,617_700_260530,600
U4363Z2,U4363Z1,1,,413_217_251101,617_701_260530,600
U4363Z2,U4363Z1,1,,646_558_260418,617_701_260530,600
U4363Z1,U4363Z1,1,,646_564_260418,617_701_260530,600
U4363Z2,U4363Z1,1,,413_221_251101,617_703_260530,600
U4363Z1,U4363Z1,1,,413_228_251101,617_703_260530,600
U4363Z2,U4363Z1,1,,646_517_260418,617_703_260530,600
U4363Z1,U4363Z1,1,,646_567_260418,617_703_260530,600
U4363Z1,U4363Z1,1,,413_230_251101,617_704_260530,600
U4363Z2,U4363Z1,1,,646_521_260418,617_704_260530,600
U4363Z1,U4363Z1,1,,646_513_260418,617_704_260530,600
U2236Z301,U2236Z2,1,,1004_9606_260601,620_863_260704,600
U2236Z301,U2236Z2,1,,1004_6908_260617,620_865_260704,600
U2236Z301,U2236Z2,1,,1004_6934_260620,620_867_260704,600
U2236Z301,U2236Z2,1,,1004_6952_260620,620_869_260704,600
U2848Z301,U2848Z3,1,,1116_768_251214,637_600_250906,600
U2848Z301,U2848Z3,1,,1116_768_260614,637_600_250906,600
U2848Z301,U2848Z3,1,,1116_760_251214,637_601_250906,600
U2848Z301,U2848Z3,1,,1116_760_260614,637_601_250906,600
U1383Z301,U1383Z1,1,,1009_2517_251214,651_668_260704,600
U1383Z301,U1383Z1,1,,1009_2525_260321,651_670_260704,600
U1383Z301,U1383Z1,1,,1009_2533_260321,651_672_260704,600
U1383Z301,U1383Z1,1,,1009_2541_260321,651_674_260704,600
U1383Z301,U1383Z1,1,,1009_2549_251215,651_676_260704,600
U1383Z301,U1383Z1,1,,1009_2557_251215,651_678_260704,600
U2020Z1,U2020Z1,1,,382_155_260613,492_22_260501,1200
U2020Z2,U2020Z2,1,,382_73_260101,492_23_260101,900
U2020Z1,U2020Z1,1,,382_74_260608,492_24_260501,1200
U2020Z2,U2020Z2,1,,382_67_260101,492_25_260101,900
U2269Z301,U2269Z1,1,,1001_8625_251214,659_888_260704,900
U2016Z1,U2016Z2,1,,387_34_260613,659_888_260704,600
U2269Z301,U2269Z1,1,,1001_9345_251214,659_889_260704,900
U2016Z1,U2016Z2,1,,387_45_260613,659_889_260704,600
U2269Z301,U2269Z1,1,,1001_8651_251214,659_890_260704,900
U2269Z301,U2269Z1,1,,1001_8617_251214,659_892_260704,900
U2016Z1,U2016Z2,1,,387_36_260613,659_892_260704,600
U2016Z1,U2016Z2,1,,387_26_260614,659_892_260704,600
U2020Z1,U2020Z1,1,,382_68_260613,492_26_260501,1200
U2016Z1,U2016Z2,1,,387_201_260613,659_624_260307,600
U2269Z301,U2269Z1,1,,1001_9319_251214,2822_332_260704,1200
U2269Z301,U2269Z1,1,,1001_8625_251214,661_471_251214,600
U2269Z301,U2269Z1,1,,1001_9339_251214,2822_333_260704,1200
U2269Z301,U2269Z1,1,,1001_9313_251214,661_429_251214,600
U2269Z301,U2269Z1,1,,1001_8617_251214,661_474_251214,600
U2269Z301,U2269Z1,1,,1001_9327_251214,2822_334_260704,1200
